F03-RECEIPT@1c644ccd	CONFIRMED	ids/F03-RECEIPT_1c644ccd.txt	
F05-RECEIPT@0825c92d	CONFIRMED	ids/F05-RECEIPT_0825c92d.txt	
F05-TRUTH-{n}	UNRESOLVED	ids/F05-TRUTH-_n_.txt	
F20-SEAL@01a5b0ae	CONFIRMED	ids/F20-SEAL_01a5b0ae.txt	
F20A-SEAL@9821ef76	CONFIRMED	ids/F20A-SEAL_9821ef76.txt	
RUN-30184651330	CONFIRMED	ids/RUN-30184651330.txt	
GAP-AUDIT-2026-07-13 §3	CONFIRMED	ids/GAP-AUDIT-2026-07-13__3.txt	
PEER-PROBE-2026-07-26	UNRESOLVED	ids/PEER-PROBE-2026-07-26.txt	
F21-VERDICT@f2d186f6	CONFIRMED	ids/F21-VERDICT_f2d186f6.txt	
F21-CRIT3-REPAIR@359ce2bf	CONFIRMED	ids/F21-CRIT3-REPAIR_359ce2bf.txt	
F21-REVERIFY@ac94b1d5	CONFIRMED	ids/F21-REVERIFY_ac94b1d5.txt	
F05-NEG-PERSISTS@2ecdfdf5	CONFIRMED	ids/F05-NEG-PERSISTS_2ecdfdf5.txt	
F22-VERDICT-2026-07-27	CONFIRMED	ids/F22-VERDICT-2026-07-27.txt	
F22-FLEET-WIRE	CONFIRMED	ids/F22-FLEET-WIRE.txt	
F23A-DISPOSITION	CONFIRMED	ids/F23A-DISPOSITION.txt	
F23B-01-SESSION	CONFIRMED	ids/F23B-01-SESSION.txt	
F23B-02-MEMORY	CONFIRMED	ids/F23B-02-MEMORY.txt	
F23B-03-INDEX	CONFIRMED	ids/F23B-03-INDEX.txt	
F23B-04-CLOCK	CONFIRMED	ids/F23B-04-CLOCK.txt	
F23B-H1-RECOVERY	CONFIRMED	ids/F23B-H1-RECOVERY.txt	
F24-01-GATEWAY	CONFIRMED	ids/F24-01-GATEWAY.txt	
F24-02-AUTOMATION	CONFIRMED	ids/F24-02-AUTOMATION.txt	
F24-B-LIFECYCLE	CONFIRMED	ids/F24-B-LIFECYCLE.txt	
F24-C-ARRIVAL	CONFIRMED	ids/F24-C-ARRIVAL.txt	
F24-04-TYPEDCLIENT	CONFIRMED	ids/F24-04-TYPEDCLIENT.txt	
F25-01-BACKENDS	CONFIRMED	ids/F25-01-BACKENDS.txt	
F25-02-PLUGINS	CONFIRMED	ids/F25-02-PLUGINS.txt	
F25-03-NODES	CONFIRMED	ids/F25-03-NODES.txt	
F25-04-FAILCLOSED	CONFIRMED	ids/F25-04-FAILCLOSED.txt	
F26-01-DISCOVERY	CONFIRMED	ids/F26-01-DISCOVERY.txt	
F26-03-BACKUP	CONFIRMED	ids/F26-03-BACKUP.txt	
F27-VERDICT	CONFIRMED	ids/F27-VERDICT.txt	
F28-CANDIDATE@32e2f57d	CONFIRMED	ids/F28-CANDIDATE_32e2f57d.txt	
F28-MATRIX-651	PARTIAL	ids/F28-MATRIX-651.txt	sibling:results.json
F28-CONTROL-WEDGE	CONFIRMED	ids/F28-CONTROL-WEDGE.txt	
F-28-02-001-FIXED	CONFIRMED	ids/F-28-02-001-FIXED.txt	
F29-CENSUS	CONFIRMED	ids/F29-CENSUS.txt	
F29-SBOM@5028fe28	CONFIRMED	ids/F29-SBOM_5028fe28.txt	
F29-DENY-FAIL	CONFIRMED	ids/F29-DENY-FAIL.txt	
F29-REPRO-VARIANCE	CONFIRMED	ids/F29-REPRO-VARIANCE.txt	
F29-02-H1	CONFIRMED	ids/F29-02-H1.txt	
CTRL01-PANEL-2026-07-28	CONFIRMED	ids/CTRL01-PANEL-2026-07-28.txt	
