pa-green-named	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "d0d69d361c12ba2b9d6c35e2765eeb97429b98c6", "tree": "f476483c68d0934416de6448b2c61a0d73e26892", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "concurrent_checkpoint_stores_cannot_jointly_exceed_the_session_quota", "a_store_published_after_another_stores_scan_is_still_counted", "a_checkpoint_reservation_ends_only_after_its_checkpoint_is_published"], "core_binary_profile": null, "ssh_exit": 0, "remote_exit": 0, "complete": true, "duration_seconds": 115.24367475509644, "status_sha256": "ec38f3c124d1b65ede1be653be600159b4f686bb5380cdd4e5e1d4e1584a5b7b"}
pa-red-a	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "4961de50f3f39a43a4f08a2ff487149db3a407e5", "tree": "44b33cdca8814ac3a6b173859a67efa8c9f30cfe", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "concurrent_checkpoint_stores_cannot_jointly_exceed_the_session_quota", "a_store_published_after_another_stores_scan_is_still_counted", "a_checkpoint_reservation_ends_only_after_its_checkpoint_is_published"], "core_binary_profile": null, "ssh_exit": 101, "remote_exit": 101, "complete": true, "duration_seconds": 114.35810995101929, "status_sha256": "d2e536c66555c3753d034c5f55e77f7e3f8aa85bdec2d1736c9e1a2fa35afa45"}
pa-red-b	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "75f52c63390b529bbd4418249d84475fac6bae86", "tree": "bae0dc1f1626b1d46cacdf40a41163b8bcef4384", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "concurrent_checkpoint_stores_cannot_jointly_exceed_the_session_quota", "a_store_published_after_another_stores_scan_is_still_counted", "a_checkpoint_reservation_ends_only_after_its_checkpoint_is_published"], "core_binary_profile": null, "ssh_exit": 101, "remote_exit": 101, "complete": true, "duration_seconds": 148.55620121955872, "status_sha256": "a8ac9c0b566ccf881d229aae9be579c605b6982b8b3078193666e7b1ba8121b2"}
pa-red-b2	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "2fd215c7b1736760d915d368f31e920c97c5b819", "tree": "3b64e058cc93763eca967c23a34ee00e325e181c", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "concurrent_checkpoint_stores_cannot_jointly_exceed_the_session_quota", "a_store_published_after_another_stores_scan_is_still_counted", "a_checkpoint_reservation_ends_only_after_its_checkpoint_is_published"], "core_binary_profile": null, "ssh_exit": 101, "remote_exit": 101, "complete": true, "duration_seconds": 138.76648497581482, "status_sha256": "2e7e515573183bedd96c3c4349b8b7fc608c5d4f3d2a5a2d344e9dfd4ff43a4e"}
pb-red	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "2302378f52b692819e8482e855b2280d0fa9b4fc", "tree": "874513814931d0f211fae6394e46599272ceeae0", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "a_store_never_deletes_the_live_temporary_of_another_store_of_the_same_checkpoint", "loading_a_checkpoint_never_deletes_the_live_temporary_of_a_store_not_yet_linked", "a_temporary_removed_during_stale_temporary_cleanup_is_already_gone", "an_entry_removed_during_the_quota_scan_counts_as_gone", "loading_a_checkpoint_while_its_store_still_links_its_temporary_succeeds"], "core_binary_profile": null, "ssh_exit": 101, "remote_exit": 101, "complete": true, "duration_seconds": 96.02929997444153, "status_sha256": "9c265ded6a64b2b464dbf2530736b7cf52c276f378a66e39734a14fed4a827be"}
pb-green-named	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "4c8bb5219e8ede9672b511139e7bd127c1af6e94", "tree": "49c592fece6a0374ef33d5a67bb3531d16d4d329", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "concurrent_checkpoint_stores_cannot_jointly_exceed_the_session_quota", "checkpoint_stores_in_different_sessions_are_neither_serialized_nor_share_a_quota", "crash_left_checkpoint_temporaries_still_count_against_the_session_quota", "checkpoint_admission_counts_a_store_released_during_the_scan", "panicking_checkpoint_store_releases_its_quota_reservation", "a_store_published_after_another_stores_scan_is_still_counted", "a_checkpoint_reservation_ends_only_after_its_checkpoint_is_published", "a_store_never_deletes_the_live_temporary_of_another_store_of_the_same_checkpoint", "loading_a_checkpoint_never_deletes_the_live_temporary_of_a_store_not_yet_linked", "a_temporary_removed_during_stale_temporary_cleanup_is_already_gone", "an_entry_removed_during_the_quota_scan_counts_as_gone", "loading_a_checkpoint_while_its_store_still_links_its_temporary_succeeds"], "core_binary_profile": null, "ssh_exit": 0, "remote_exit": 0, "complete": true, "duration_seconds": 114.17302012443542, "status_sha256": "b9d881ebd83df52e002ca97780d78936fb18c21bdab6876e8a6b2543efb6fa0c"}
pb-green-full	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "4c8bb5219e8ede9672b511139e7bd127c1af6e94", "tree": "49c592fece6a0374ef33d5a67bb3531d16d4d329", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--test", "durable_child_store_test", "--test", "f889_write_edit_reconcile_test", "--test", "workflow_limits_test", "--test", "session_journal_test"], "core_binary_profile": null, "ssh_exit": 0, "remote_exit": 0, "complete": true, "duration_seconds": 118.32171893119812, "status_sha256": "b9d881ebd83df52e002ca97780d78936fb18c21bdab6876e8a6b2543efb6fa0c"}
pb-clippy	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "4c8bb5219e8ede9672b511139e7bd127c1af6e94", "tree": "49c592fece6a0374ef33d5a67bb3531d16d4d329", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["clippy", "--all-targets", "--", "-D", "warnings"], "core_binary_profile": null, "ssh_exit": 0, "remote_exit": 0, "complete": true, "duration_seconds": 86.06198501586914, "status_sha256": "b9d881ebd83df52e002ca97780d78936fb18c21bdab6876e8a6b2543efb6fa0c"}
pb-clippy-win	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "4c8bb5219e8ede9672b511139e7bd127c1af6e94", "tree": "49c592fece6a0374ef33d5a67bb3531d16d4d329", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["clippy", "--target", "x86_64-pc-windows-gnu", "-p", "wcore-agent", "--all-targets", "--", "-D", "warnings"], "core_binary_profile": null, "ssh_exit": 0, "remote_exit": 0, "complete": true, "duration_seconds": 84.89166569709778, "status_sha256": "b9d881ebd83df52e002ca97780d78936fb18c21bdab6876e8a6b2543efb6fa0c"}
pb-red-registry	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "e4c4a1312c3e522a3828e40aa8ae3490f6f56af7", "tree": "64293a6086ca7b31741f15039d7b6b0feeb815e3", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "a_store_never_deletes_the_live_temporary_of_another_store_of_the_same_checkpoint", "loading_a_checkpoint_never_deletes_the_live_temporary_of_a_store_not_yet_linked", "a_temporary_removed_during_stale_temporary_cleanup_is_already_gone", "an_entry_removed_during_the_quota_scan_counts_as_gone", "loading_a_checkpoint_while_its_store_still_links_its_temporary_succeeds"], "core_binary_profile": null, "ssh_exit": 101, "remote_exit": 101, "complete": true, "duration_seconds": 94.25794386863708, "status_sha256": "5ebb0ad70a5273bab7ee06c16a071b7969f1cd380d53b8811404d54e64f1cd72"}
pb-red-link	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "00a86f25bd5bc8a689aac2d224c970afb849e5d5", "tree": "95ff81657cc5831f1b70688448b063fc3f1d6c02", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "a_store_never_deletes_the_live_temporary_of_another_store_of_the_same_checkpoint", "loading_a_checkpoint_never_deletes_the_live_temporary_of_a_store_not_yet_linked", "a_temporary_removed_during_stale_temporary_cleanup_is_already_gone", "an_entry_removed_during_the_quota_scan_counts_as_gone", "loading_a_checkpoint_while_its_store_still_links_its_temporary_succeeds"], "core_binary_profile": null, "ssh_exit": 101, "remote_exit": 101, "complete": true, "duration_seconds": 110.59645891189575, "status_sha256": "818b545203380fdbb696a8f2dbb9feb57b519ca20735cc19a6e7f9d08e1868c4"}
pb-red-stat	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "ab62ce1347e23dc2db99eb6b9eb2baa9a16c1f26", "tree": "4786b587e384348b97e58d0c08613052b981d794", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "a_store_never_deletes_the_live_temporary_of_another_store_of_the_same_checkpoint", "loading_a_checkpoint_never_deletes_the_live_temporary_of_a_store_not_yet_linked", "a_temporary_removed_during_stale_temporary_cleanup_is_already_gone", "an_entry_removed_during_the_quota_scan_counts_as_gone", "loading_a_checkpoint_while_its_store_still_links_its_temporary_succeeds"], "core_binary_profile": null, "ssh_exit": 101, "remote_exit": 101, "complete": true, "duration_seconds": 96.99837112426758, "status_sha256": "a030540589a05dc1110283c98da93abede0898f70c830bf85a34d9586897b376"}
pb-red-remove	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "735ed961871d9853947e1077fc1d9299fc1e2780", "tree": "8c1fdfbe9f93a9b24ffd0dbe11cf41f1031e131e", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "a_store_never_deletes_the_live_temporary_of_another_store_of_the_same_checkpoint", "loading_a_checkpoint_never_deletes_the_live_temporary_of_a_store_not_yet_linked", "a_temporary_removed_during_stale_temporary_cleanup_is_already_gone", "an_entry_removed_during_the_quota_scan_counts_as_gone", "loading_a_checkpoint_while_its_store_still_links_its_temporary_succeeds"], "core_binary_profile": null, "ssh_exit": 101, "remote_exit": 101, "complete": true, "duration_seconds": 94.98851680755615, "status_sha256": "d2297e5f41b34ce9fe4a777a066110b1b11d73e5e65af1e5a1166595188d921f"}
pb-red-rescan	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "6d3cb59096c8543d5508865ef9b792025d31491a", "tree": "ca60e97b2572fd99213f788bdf56599f2a8f3fd9", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "a_store_never_deletes_the_live_temporary_of_another_store_of_the_same_checkpoint", "loading_a_checkpoint_never_deletes_the_live_temporary_of_a_store_not_yet_linked", "a_temporary_removed_during_stale_temporary_cleanup_is_already_gone", "an_entry_removed_during_the_quota_scan_counts_as_gone", "loading_a_checkpoint_while_its_store_still_links_its_temporary_succeeds"], "core_binary_profile": null, "ssh_exit": 101, "remote_exit": 101, "complete": true, "duration_seconds": 93.91739106178284, "status_sha256": "879add616f1718927af164fd1a6fa03b64af311ef76410123cca99c201c3ff67"}
pb-compose	{"slot": "default", "remote_root": "/root/waylandcore-stabilization-20260905", "source": "b4c2dfb4896f989859088b7696185d8dd0a3205a", "tree": "1011de6ad6970297598bc72cca89cac5cd329099", "bundle_import_anchor": "0cdd998adb1cd2ab13966a40b1b98c6136fd72d0", "cargo_args": ["test", "-p", "wcore-agent", "--lib", "--", "concurrent_checkpoint_stores_cannot_jointly_exceed_the_session_quota", "checkpoint_stores_in_different_sessions_are_neither_serialized_nor_share_a_quota", "crash_left_checkpoint_temporaries_still_count_against_the_session_quota", "checkpoint_admission_counts_a_store_released_during_the_scan", "panicking_checkpoint_store_releases_its_quota_reservation", "a_store_published_after_another_stores_scan_is_still_counted", "a_checkpoint_reservation_ends_only_after_its_checkpoint_is_published", "a_store_never_deletes_the_live_temporary_of_another_store_of_the_same_checkpoint", "loading_a_checkpoint_never_deletes_the_live_temporary_of_a_store_not_yet_linked", "a_temporary_removed_during_stale_temporary_cleanup_is_already_gone", "an_entry_removed_during_the_quota_scan_counts_as_gone", "loading_a_checkpoint_while_its_store_still_links_its_temporary_succeeds", "checkpoint_quota_sizes_only_exact_digest_names_from_the_listing", "published_checkpoint_names_are_exact_lowercase_digests_only"], "core_binary_profile": null, "ssh_exit": 0, "remote_exit": 0, "complete": true, "duration_seconds": 109.56839489936829, "status_sha256": "0dc40d73dd4fd2d0988071d7e5edbc0ca8428ee8d425a89107c70b0ae98832ac"}
